PolicyNo,ClaimNo,Insured Country,Insured Name,Broker,Risk Country,Underwriter,Brokerage,Exposure,Gross Premium,Outstanding,Paid,Rate Change,Unique Market Reference,Underwriting Year,Inception Date,Expiry Date,OurShare,Distribution Channel,Class,Division,New Renewal
PL104537,CLM504537,UK,David Hughes,Gallagher,USA,Daniel Powell,0.0772,1992900.53,637726.89,134434.07,251719.11,0.344,UMR_unYOh,2005,2006-08-05 00:00:00,2023-02-25 00:00:00,0.6667,Open Market,Construction,Energy and Construction,Renewal
PL104538,CLM504538,India,Andrea Morgan,Gallagher,France,Lauren Weber,0.02235,1688246.78,498212.77,373490.1,53718.87,-0.266,UMR_nPtoP,2004,2007-09-13 00:00:00,2025-06-02 00:00:00,0.7628,Broker,Marine,Energy and Construction,New
PL104539,CLM504539,UK,Shirley Chapman,Willis,USA,Lauren Weber,0.02364,400254.43,830063.05,72664.52,184655.64,0.0445,UMR_GXhzG,1990,2020-03-20 00:00:00,2023-05-23 00:00:00,0.631,Delegated Authority,Marine,Specialty,Renewal
PL104540,CLM504540,UK,Stephanie Morgan,Willis,Germany,Lauren Weber,0.01668,192205.35,343261.96,599443.66,319776.25,0.2897,UMR_svGpE,2014,2008-11-05 00:00:00,2024-08-21 00:00:00,0.5993,Broker,Marine,Energy and Construction,Renewal
PL104541,CLM504541,USA,Rodney Gonzalez,Aon,USA,Daniel Powell,0.09482,299377.31,793329.1,307404.05,108449.21,0.2045,UMR_zxlot,2024,2002-08-01 00:00:00,2025-09-10 00:00:00,0.5465,Delegated Authority,Construction,Energy and Construction,New
PL104542,CLM504542,Germany,Traci Graves,Marsh,India,Lauren Weber,0.03919,524834.07,1077590.69,449800.16,796357.98,-0.2729,UMR_qvHvV,2012,2007-08-29 00:00:00,2023-05-26 00:00:00,0.3975,Broker,Construction,Energy and Construction,Renewal
PL104543,CLM504543,USA,Beth Zamora,Aon,USA,Lauren Weber,0.05736,683571.36,902850.83,921105.56,675515.11,-0.3594,UMR_fUUXX,2017,2014-10-05 00:00:00,2023-10-17 00:00:00,0.976,Broker,Construction,Specialty,New
PL104544,CLM504544,India,Joseph Keith,Willis,France,Daniel Powell,0.09127,378851.74,711472.72,221716.11,443564.15,0.3609,UMR_NSaXC,1997,2010-04-15 00:00:00,2023-05-22 00:00:00,0.2857,Broker,Energy,Specialty,Renewal
PL104545,CLM504545,UK,Angela Wolf,Marsh,USA,Daniel Powell,0.07911,1308425.42,1456385.67,670222.61,865160.93,0.31,UMR_ndrUB,1999,2012-03-02 00:00:00,2023-02-06 00:00:00,0.8764,Delegated Authority,Energy,Specialty,Renewal
PL104546,CLM504546,UK,Rebecca Smith,Aon,India,Daniel Powell,0.02212,1613011.16,362291.39,709460.29,222382.76,-0.4877,UMR_uqoBN,1986,2009-05-03 00:00:00,2024-10-27 00:00:00,0.1036,Open Market,Marine,Energy and Construction,Renewal
PL104547,CLM504547,Germany,Joseph Moore,Gallagher,India,Lauren Weber,0.09584,1258876.38,1121894.5,690978.38,9644.52,-0.4678,UMR_QWRHI,2024,2013-05-04 00:00:00,2023-08-20 00:00:00,0.1337,Broker,Marine,Energy and Construction,New
PL104548,CLM504548,India,Michael Sheppard,Gallagher,India,Lauren Weber,0.10344,1092360.78,1291640.72,528343.12,608234.91,-0.464,UMR_cJGJf,1991,2000-01-01 00:00:00,2023-07-03 00:00:00,0.4485,Broker,Construction,Energy and Construction,Renewal
PL104549,CLM504549,USA,Nathaniel Perry,Aon,France,Lauren Weber,0.10474,1353441.67,1267812.68,650753.83,820685.13,0.2851,UMR_SzmAJ,2015,2011-10-06 00:00:00,2023-09-06 00:00:00,0.3649,Open Market,Energy,Specialty,Renewal
PL104550,CLM504550,UK,Robert Rodriguez,Gallagher,USA,Daniel Powell,0.07058,285063.91,463351.23,248850.7,743549.22,0.0513,UMR_AuEQB,2019,2014-01-02 00:00:00,2024-11-11 00:00:00,0.7726,Open Market,Energy,Specialty,Renewal
PL104551,CLM504551,USA,Hunter Simon,Gallagher,USA,Daniel Powell,0.09549,1468409.86,907957.45,489948.07,723877.84,0.3163,UMR_SPkyx,1996,2001-06-02 00:00:00,2025-02-06 00:00:00,0.2786,Open Market,Energy,Energy and Construction,Renewal
PL104552,CLM504552,Germany,Jennifer Key,Gallagher,France,Lauren Weber,0.09799,1360323.47,329617.27,125659.75,836734.03,-0.2619,UMR_ztZOq,2015,2010-05-10 00:00:00,2023-05-05 00:00:00,0.519,Broker,Construction,Energy and Construction,Renewal
PL104553,CLM504553,India,Christopher Reed,Aon,USA,Lauren Weber,0.08238,1166943.99,821236.98,438474.17,964690.17,-0.4031,UMR_EDLMz,2009,2018-04-28 00:00:00,2024-02-13 00:00:00,0.5257,Delegated Authority,Marine,Energy and Construction,Renewal
PL104554,CLM504554,USA,Patricia Gutierrez,Marsh,Germany,Daniel Powell,0.03189,568690.42,1010177.27,484843.73,778396.48,-0.2017,UMR_LMKZM,2002,2015-05-10 00:00:00,2023-12-30 00:00:00,0.4211,Broker,Marine,Energy and Construction,Renewal
PL104555,CLM504555,UK,Katherine Bryant,Gallagher,India,Daniel Powell,0.09034,1482252.08,159743.31,819359.31,788540.02,0.2179,UMR_qnkUh,2004,2018-09-16 00:00:00,2025-03-30 00:00:00,0.9201,Broker,Construction,Energy and Construction,Renewal
PL104556,CLM504556,UK,Ronald Taylor,Gallagher,USA,Lauren Weber,0.07781,563959.49,724493.26,47356.64,945371.7,0.467,UMR_dgzgT,2011,2020-09-21 00:00:00,2024-08-21 00:00:00,0.7995,Delegated Authority,Energy,Energy and Construction,New
PL104557,CLM504557,Germany,Kenneth Brewer,Willis,India,Daniel Powell,0.11676,1732460.8,1133934.41,106339.98,347167.5,0.0056,UMR_YWVRK,1998,2013-08-14 00:00:00,2024-06-29 00:00:00,0.193,Broker,Construction,Energy and Construction,New
PL104558,CLM504558,UK,Katherine Sanders,Aon,Germany,Daniel Powell,0.09135,1970615.08,1048335,954225.77,950434.04,0.0033,UMR_yScgn,2012,2013-03-08 00:00:00,2023-12-28 00:00:00,0.3139,Broker,Marine,Energy and Construction,New
PL104559,CLM504559,Germany,Claudia Clements,Marsh,France,Daniel Powell,0.01158,236380.12,1252089.11,763514.97,840796.91,-0.3825,UMR_uzQMt,2000,2010-09-20 00:00:00,2023-12-11 00:00:00,0.5104,Broker,Marine,Energy and Construction,New
PL104560,CLM504560,India,Adam Cooper,Aon,France,Lauren Weber,0.03022,238646.01,954774.96,783748.93,1108.35,0.3312,UMR_RcimG,2000,2002-03-08 00:00:00,2025-05-30 00:00:00,0.6002,Open Market,Marine,Energy and Construction,Renewal
PL104561,CLM504561,Germany,Audrey Kim,Aon,Germany,Daniel Powell,0.01137,1182295.57,518706.01,701571.72,126969.42,-0.4544,UMR_mIWSc,1993,2015-02-22 00:00:00,2025-03-23 00:00:00,0.4974,Open Market,Energy,Energy and Construction,Renewal
PL104562,CLM504562,USA,Wanda Cox,Marsh,USA,Lauren Weber,0.11084,263563.74,1416677.39,406219.34,158023.34,-0.1188,UMR_mTUfL,2006,2004-02-01 00:00:00,2025-12-08 00:00:00,0.346,Broker,Marine,Specialty,New
PL104563,CLM504563,Germany,Christy Weiss,Gallagher,USA,Lauren Weber,0.04896,1866132.8,324686.4,142591.37,9600.25,0.239,UMR_aJDjY,1997,2018-06-14 00:00:00,2025-06-23 00:00:00,0.32,Delegated Authority,Construction,Energy and Construction,Renewal
PL104564,CLM504564,India,Jill Higgins,Willis,USA,Daniel Powell,0.08092,1592614.98,1418715.18,445866.85,469221.06,0.4883,UMR_EUJRG,1989,2021-06-26 00:00:00,2025-03-27 00:00:00,0.841,Delegated Authority,Energy,Energy and Construction,New
PL104565,CLM504565,UK,Justin Olsen,Gallagher,Germany,Daniel Powell,0.08047,1638878.46,1085352.72,761679.98,6294.02,0.0195,UMR_vigrG,2011,2007-10-31 00:00:00,2024-01-24 00:00:00,0.5661,Open Market,Energy,Energy and Construction,New
PL104566,CLM504566,UK,Kathleen Garcia,Aon,Germany,Lauren Weber,0.0926,540953.53,1128424.31,184485.47,522784.53,0.329,UMR_jXZeX,1989,2015-10-31 00:00:00,2023-04-06 00:00:00,0.7131,Broker,Marine,Specialty,New
PL104567,CLM504567,USA,Robert Wang,Aon,Germany,Daniel Powell,0.06304,151649.23,511491.21,124949.14,642404.61,0.0489,UMR_yDJhV,2005,2010-01-02 00:00:00,2023-01-21 00:00:00,0.743,Open Market,Construction,Energy and Construction,New
PL104568,CLM504568,India,Steven Black,Marsh,USA,Daniel Powell,0.05169,629980.54,917175.27,314046.1,287899.92,0.282,UMR_cSjfS,2010,2006-12-08 00:00:00,2024-05-08 00:00:00,0.5631,Open Market,Energy,Specialty,New
PL104569,CLM504569,Germany,Karen Kline,Marsh,France,Lauren Weber,0.01951,223255.28,1102580.94,168273.25,248672.8,-0.4613,UMR_Shmsh,2012,2011-06-09 00:00:00,2023-05-06 00:00:00,0.5049,Open Market,Construction,Energy and Construction,New
PL104570,CLM504570,USA,Brianna Carlson,Aon,India,Daniel Powell,0.07757,366018.13,511294.77,87485.44,751467.41,0.1981,UMR_htmQW,2019,2017-04-05 00:00:00,2025-09-01 00:00:00,0.2116,Open Market,Construction,Energy and Construction,New
PL104571,CLM504571,UK,Brittany White,Aon,France,Daniel Powell,0.10873,184492.82,1051873.21,40957.36,538924.07,-0.1656,UMR_Vfnna,2002,2011-12-07 00:00:00,2025-06-30 00:00:00,0.1851,Broker,Energy,Energy and Construction,Renewal
PL104572,CLM504572,Germany,Hailey Fleming,Willis,USA,Lauren Weber,0.07281,497491.18,1261970.23,156315.75,767233.91,0.3909,UMR_zVXzt,2010,2005-04-04 00:00:00,2023-11-23 00:00:00,0.5689,Broker,Construction,Specialty,Renewal
PL104573,CLM504573,USA,Heather Landry,Willis,USA,Daniel Powell,0.09728,557139.42,1175265.57,58267.85,16197.27,0.0434,UMR_czcgR,2013,2010-11-30 00:00:00,2023-07-07 00:00:00,0.8898,Open Market,Marine,Specialty,Renewal
PL104574,CLM504574,USA,Susan Carter,Willis,India,Lauren Weber,0.05714,1379876.52,317305.81,798658.65,124931.68,-0.2293,UMR_nBhMd,2013,2013-04-17 00:00:00,2024-04-08 00:00:00,0.8895,Delegated Authority,Marine,Specialty,New
PL104575,CLM504575,India,Misty Webster,Aon,USA,Daniel Powell,0.04876,1463342.15,1400637.63,850043.68,883343.16,-0.4342,UMR_jLEup,2017,2004-01-11 00:00:00,2024-12-10 00:00:00,0.3697,Open Market,Marine,Energy and Construction,New
PL104576,CLM504576,USA,Anthony Ayers,Willis,USA,Daniel Powell,0.03108,1495100.57,923317.93,869991.8,497906.63,0.3755,UMR_VpXmj,2019,2004-05-27 00:00:00,2023-03-10 00:00:00,0.7169,Delegated Authority,Construction,Specialty,Renewal
PL104577,CLM504577,Germany,Christopher Miranda,Gallagher,India,Daniel Powell,0.08873,1614248.39,1376634.09,129646.19,60127.7,-0.4869,UMR_NjHRv,2011,2001-12-03 00:00:00,2024-03-18 00:00:00,0.6841,Open Market,Energy,Energy and Construction,Renewal
PL104578,CLM504578,UK,Michael Williamson,Aon,India,Lauren Weber,0.03512,1257923.41,205192.92,661109.35,803091.79,0.4007,UMR_Dhbff,2016,2009-07-26 00:00:00,2025-03-13 00:00:00,0.4601,Delegated Authority,Construction,Energy and Construction,New
PL104579,CLM504579,India,Patricia Brown,Marsh,India,Lauren Weber,0.04315,353484.18,1384045.05,886982.13,153709.86,0.3959,UMR_EIOFj,2012,2009-07-18 00:00:00,2025-08-17 00:00:00,0.3866,Broker,Construction,Energy and Construction,New
PL104580,CLM504580,India,Philip Robinson,Aon,Germany,Lauren Weber,0.02176,1845857.28,1372681.83,825968.49,587813.74,0.405,UMR_Uleda,2005,2005-02-25 00:00:00,2025-07-24 00:00:00,0.7183,Open Market,Energy,Specialty,Renewal
PL104581,CLM504581,USA,Jared Hampton,Aon,Germany,Lauren Weber,0.04542,680059.33,504245.23,760274.09,581947.25,0.12,UMR_xMzvv,2020,2010-01-28 00:00:00,2023-06-11 00:00:00,0.8453,Open Market,Marine,Specialty,New
PL104582,CLM504582,India,Jessica Esparza,Gallagher,India,Lauren Weber,0.10143,1891218.09,1430161.02,289105.14,490863.77,-0.4624,UMR_LSrMw,2009,2004-04-18 00:00:00,2023-05-09 00:00:00,0.9756,Open Market,Marine,Specialty,New
PL104583,CLM504583,India,Christopher Smith,Marsh,India,Daniel Powell,0.02903,1075735.49,960485.53,243916.06,3030.37,0.1385,UMR_ZfeIO,2024,2006-01-07 00:00:00,2025-10-21 00:00:00,0.2909,Delegated Authority,Construction,Specialty,New
PL104584,CLM504584,Germany,Jody Zhang,Aon,Germany,Lauren Weber,0.09968,1132825.93,802645.61,631226.15,490237.79,0.1144,UMR_qfQXj,1987,2020-07-20 00:00:00,2024-09-01 00:00:00,0.7121,Open Market,Construction,Specialty,New
PL104585,CLM504585,UK,Patrick Nelson,Willis,France,Lauren Weber,0.08797,1988241.19,1315622.27,647728.82,955576.75,0.2368,UMR_fveri,2011,2018-02-22 00:00:00,2023-05-14 00:00:00,0.1157,Broker,Marine,Energy and Construction,New
PL104586,CLM504586,USA,Megan Chambers,Marsh,France,Lauren Weber,0.11606,125940.59,992059.92,697891.97,864267.48,0.0159,UMR_mealm,2009,2010-05-31 00:00:00,2025-06-03 00:00:00,0.6718,Delegated Authority,Marine,Energy and Construction,Renewal
PL104587,CLM504587,India,Dr. Sarah Newton,Gallagher,USA,Daniel Powell,0.10965,224037.14,1127870.73,823011.35,161413.75,0.3235,UMR_qgttu,2005,2004-05-31 00:00:00,2023-01-15 00:00:00,0.8522,Broker,Construction,Energy and Construction,Renewal
PL104588,CLM504588,UK,Joshua Smith,Gallagher,India,Lauren Weber,0.01586,176212.94,563270.94,766658.71,29554.65,-0.0378,UMR_OyPJQ,2013,2011-02-25 00:00:00,2024-08-20 00:00:00,0.1636,Delegated Authority,Energy,Specialty,Renewal
PL104589,CLM504589,India,Amanda Arroyo,Aon,USA,Daniel Powell,0.07304,1461459.62,1144450.78,281071.33,616594.63,-0.0189,UMR_ayfFS,2010,2001-12-11 00:00:00,2023-07-05 00:00:00,0.6701,Broker,Energy,Specialty,New
PL104590,CLM504590,Germany,Melinda Morales,Aon,France,Daniel Powell,0.08388,1029113.92,743492.25,572372.42,49428.2,-0.1041,UMR_sSWYN,2010,2007-02-02 00:00:00,2024-08-17 00:00:00,0.8575,Delegated Authority,Marine,Energy and Construction,Renewal
PL104591,CLM504591,USA,Tiffany Campbell,Marsh,France,Lauren Weber,0.03255,142199.1,1207507.71,997517.25,504000.94,0.3553,UMR_sgMNp,2006,2009-07-02 00:00:00,2025-04-25 00:00:00,0.4947,Open Market,Construction,Energy and Construction,Renewal
PL104592,CLM504592,UK,Jose Brown,Aon,USA,Daniel Powell,0.04135,314778,1349379.12,138447.09,384650.45,0.3373,UMR_pqYqY,1994,2010-12-22 00:00:00,2023-04-18 00:00:00,0.9736,Broker,Energy,Specialty,New
PL104593,CLM504593,Germany,Vincent Osborne,Marsh,France,Daniel Powell,0.11828,137068.11,209730.34,271786.1,701524.98,-0.1802,UMR_GHqjb,1985,2017-12-18 00:00:00,2025-09-08 00:00:00,0.4601,Broker,Construction,Energy and Construction,New
PL104594,CLM504594,UK,Shane Davis,Willis,France,Lauren Weber,0.06711,1641657.53,506836.19,504609.9,213594.28,0.1703,UMR_FrnLG,2015,2013-04-03 00:00:00,2025-06-21 00:00:00,0.1219,Delegated Authority,Construction,Energy and Construction,Renewal
PL104595,CLM504595,India,Patricia Alexander,Willis,France,Daniel Powell,0.10322,1530858.4,271096.8,531753.11,518054.15,0.1811,UMR_mDKCl,2013,2007-11-13 00:00:00,2023-02-26 00:00:00,0.3092,Delegated Authority,Energy,Energy and Construction,New
PL104596,CLM504596,USA,Lynn Phillips,Marsh,India,Lauren Weber,0.05849,947099.83,1016250.64,584040.14,875738.08,0.0447,UMR_AxoCU,2002,2013-02-11 00:00:00,2025-02-06 00:00:00,0.1524,Open Market,Marine,Specialty,Renewal
PL104597,CLM504597,USA,Tyler Lara,Marsh,Germany,Daniel Powell,0.07106,1597568.87,1266138.99,300568.86,245969.18,0.1882,UMR_OAnyu,2010,2002-12-05 00:00:00,2024-07-04 00:00:00,0.2664,Delegated Authority,Energy,Specialty,New
PL104598,CLM504598,UK,David Carrillo,Aon,Germany,Daniel Powell,0.10208,451821.54,994873.53,764418.54,73733.63,0.3884,UMR_cZxcK,2003,2004-12-12 00:00:00,2024-06-29 00:00:00,0.7334,Broker,Construction,Specialty,Renewal
PL104599,CLM504599,USA,Charles Anderson,Aon,USA,Lauren Weber,0.07077,1014023.74,51202.44,130002.79,269741.06,0.2895,UMR_QsLjs,2023,2018-09-18 00:00:00,2024-07-16 00:00:00,0.727,Broker,Marine,Specialty,New
PL104600,CLM504600,Germany,Andrea Wilson,Gallagher,USA,Daniel Powell,0.06064,1128893.12,324634.38,174251.87,288766.34,-0.4027,UMR_sccVB,1992,2021-01-26 00:00:00,2025-10-15 00:00:00,0.3248,Broker,Marine,Energy and Construction,New
PL104601,CLM504601,Germany,Sheena Martinez,Marsh,France,Lauren Weber,0.09319,1531940.13,647517.08,605205.93,838307.65,-0.3708,UMR_TyULZ,2008,2008-08-17 00:00:00,2024-07-10 00:00:00,0.3497,Broker,Marine,Specialty,New
PL104602,CLM504602,USA,Chelsea Mcdaniel,Willis,India,Daniel Powell,0.09818,361978.53,921063.06,320154.52,493640.87,0.3089,UMR_MArxF,1989,2003-09-02 00:00:00,2024-03-14 00:00:00,0.6076,Open Market,Marine,Specialty,Renewal
PL104603,CLM504603,Germany,Madison Butler,Aon,France,Daniel Powell,0.08835,1991916.52,920549.31,475187.07,932108.52,-0.0975,UMR_wYevX,2013,2000-03-08 00:00:00,2024-07-06 00:00:00,0.6644,Broker,Energy,Specialty,Renewal
PL104604,CLM504604,UK,Michael Hodges,Willis,France,Lauren Weber,0.02654,1166522.34,890888.66,205085.89,653360.23,0.4725,UMR_uNhVv,1997,2002-08-18 00:00:00,2024-10-03 00:00:00,0.9764,Open Market,Marine,Specialty,New
PL104605,CLM504605,Germany,James Roberts,Marsh,Germany,Lauren Weber,0.05091,1653853.16,319257.4,194417.18,902300.51,-0.0747,UMR_ckLNQ,2019,2014-11-18 00:00:00,2023-09-22 00:00:00,0.7156,Delegated Authority,Construction,Specialty,New
PL104606,CLM504606,India,Jeremy Davidson,Marsh,India,Daniel Powell,0.04207,140453.88,1118933.68,757083.71,663317.81,0.331,UMR_DhHEz,1996,2018-09-05 00:00:00,2025-12-09 00:00:00,0.4684,Broker,Construction,Energy and Construction,New
PL104607,CLM504607,Germany,Mary Garcia,Aon,France,Daniel Powell,0.08968,114364.77,1243422.15,494893.54,878962.07,0.3017,UMR_HmSRW,2023,2018-09-30 00:00:00,2024-03-15 00:00:00,0.3062,Broker,Energy,Specialty,Renewal
PL104608,CLM504608,Germany,Joseph Graves,Willis,France,Daniel Powell,0.06909,664548.02,164268.36,504587.22,723576.35,-0.2112,UMR_AVOoA,2005,2014-11-18 00:00:00,2025-03-06 00:00:00,0.7233,Open Market,Construction,Energy and Construction,Renewal
PL104609,CLM504609,UK,Kevin Walker,Aon,India,Lauren Weber,0.06683,567477.95,858332.49,517162.13,323260.28,0.1708,UMR_zgZzZ,2012,2010-08-31 00:00:00,2023-01-09 00:00:00,0.4159,Open Market,Marine,Specialty,Renewal
PL104610,CLM504610,UK,John Simmons,Willis,France,Daniel Powell,0.10111,1384615.87,156424.08,421199.01,200853.42,-0.4631,UMR_brOJd,1991,2021-08-10 00:00:00,2025-05-11 00:00:00,0.2089,Broker,Marine,Specialty,New
PL104611,CLM504611,Germany,Rachel Kerr,Willis,India,Lauren Weber,0.06772,586064.51,722835.03,771407.75,679913.23,0.3463,UMR_EskkO,1986,2015-07-01 00:00:00,2024-06-25 00:00:00,0.1266,Delegated Authority,Construction,Energy and Construction,Renewal
PL104612,CLM504612,India,Victoria Williams,Marsh,India,Daniel Powell,0.02678,380798.31,52764.67,197199.78,778785.58,0.0851,UMR_aUPxN,2009,2000-08-10 00:00:00,2024-11-20 00:00:00,0.9735,Open Market,Marine,Energy and Construction,Renewal
PL104613,CLM504613,Germany,Brian Avila,Gallagher,Germany,Lauren Weber,0.07102,641720.74,323157.37,159058.5,614424.66,0.2841,UMR_IvFqN,1998,2006-09-26 00:00:00,2025-05-02 00:00:00,0.8499,Delegated Authority,Marine,Energy and Construction,Renewal
PL104614,CLM504614,USA,Steven Thomas,Aon,USA,Daniel Powell,0.08169,756165.23,607696.79,445372.9,769365.36,-0.3296,UMR_mRiPN,2017,2003-12-27 00:00:00,2024-06-08 00:00:00,0.8015,Delegated Authority,Construction,Specialty,New
PL104615,CLM504615,India,Nicole Rodriguez,Aon,Germany,Daniel Powell,0.05347,1581925.82,899566.72,964117.67,736430.96,0.0724,UMR_MgPbT,1986,2001-04-22 00:00:00,2025-08-11 00:00:00,0.1849,Broker,Construction,Energy and Construction,New
PL104616,CLM504616,Germany,Philip Browning,Aon,USA,Lauren Weber,0.04161,1896201.98,156459.26,17725.58,945251.17,-0.0259,UMR_ghGPG,1990,2004-03-29 00:00:00,2023-08-08 00:00:00,0.8766,Broker,Energy,Specialty,New
PL104617,CLM504617,India,Alexandra Salinas,Marsh,Germany,Lauren Weber,0.0719,833889.74,744547.67,903787.82,779844.32,-0.1,UMR_JBmMe,2019,2004-12-07 00:00:00,2025-02-12 00:00:00,0.1134,Open Market,Energy,Energy and Construction,Renewal
PL104618,CLM504618,UK,Nathaniel Harrington,Marsh,USA,Daniel Powell,0.02753,977566.73,1290797.99,83661.22,527494.53,0.4523,UMR_LLxxe,2013,2003-02-07 00:00:00,2024-02-13 00:00:00,0.1366,Delegated Authority,Marine,Energy and Construction,Renewal
PL104619,CLM504619,Germany,Amanda Vega,Marsh,USA,Daniel Powell,0.07516,1524818.66,202725.31,325826.42,567145.8,0.3019,UMR_jmkYS,1987,2006-05-18 00:00:00,2023-07-21 00:00:00,0.8964,Open Market,Marine,Energy and Construction,New
PL104620,CLM504620,Germany,Pamela Rodriguez,Willis,France,Lauren Weber,0.05266,309063.72,782207.36,138699.67,124379.03,0.2622,UMR_ubUMo,1994,2013-09-07 00:00:00,2024-06-30 00:00:00,0.442,Delegated Authority,Marine,Energy and Construction,New
PL104621,CLM504621,UK,Meghan Zimmerman,Willis,Germany,Daniel Powell,0.07555,948726.3,1317563.54,192406.81,6611.65,-0.3998,UMR_ZQieu,1993,2003-11-07 00:00:00,2025-07-06 00:00:00,0.4584,Open Market,Energy,Specialty,New
PL104622,CLM504622,Germany,David White,Willis,Germany,Daniel Powell,0.11265,726459.46,220833.84,474146.61,248288.31,-0.1548,UMR_xeYyv,2014,2013-05-30 00:00:00,2025-04-06 00:00:00,0.919,Delegated Authority,Construction,Energy and Construction,Renewal
PL104623,CLM504623,USA,Gabrielle Reese,Marsh,USA,Daniel Powell,0.05658,1552650.28,1129033.78,894369.61,879285.17,0.0723,UMR_QwGlr,2017,2004-02-06 00:00:00,2025-10-18 00:00:00,0.9045,Open Market,Energy,Energy and Construction,Renewal
PL104624,CLM504624,India,Robert Harris,Gallagher,Germany,Lauren Weber,0.06438,1383291.81,685669.12,627047.07,216067.58,-0.3881,UMR_PtLKt,2008,2018-03-18 00:00:00,2025-07-18 00:00:00,0.8315,Broker,Energy,Energy and Construction,New
PL104625,CLM504625,USA,Susan Williams,Aon,USA,Lauren Weber,0.0439,1120457.35,1193182.79,298340.45,320010.69,0.262,UMR_iSZli,2009,2014-02-25 00:00:00,2024-04-25 00:00:00,0.6399,Open Market,Energy,Specialty,New
PL104626,CLM504626,UK,Emily Martin,Marsh,France,Daniel Powell,0.04021,1795843.59,1409464.71,569326.88,297915.55,-0.4654,UMR_cqCkO,1987,2010-08-27 00:00:00,2024-07-05 00:00:00,0.7959,Broker,Construction,Specialty,New
PL104627,CLM504627,USA,Melissa Marks,Willis,USA,Lauren Weber,0.05268,1820683.06,77185.62,48404.31,568008.55,-0.129,UMR_tTXFD,1998,2008-04-20 00:00:00,2025-05-06 00:00:00,0.2981,Broker,Energy,Energy and Construction,New
PL104628,CLM504628,Germany,Andrea Sullivan,Marsh,USA,Daniel Powell,0.05914,1214150.76,304636.62,857973.2,149892.48,-0.0102,UMR_aGvtb,1992,2021-07-09 00:00:00,2023-01-05 00:00:00,0.976,Open Market,Construction,Specialty,Renewal
PL104629,CLM504629,UK,Julie Huang,Willis,India,Lauren Weber,0.02532,1294664.22,501051.69,569678.62,474798.69,-0.086,UMR_nLDjV,2015,2007-06-26 00:00:00,2025-11-11 00:00:00,0.4301,Open Market,Marine,Energy and Construction,New
PL104630,CLM504630,UK,Katrina Smith,Willis,Germany,Lauren Weber,0.03039,788281.91,1476363,653117.55,981633.6,-0.1558,UMR_bkZez,2001,2015-10-23 00:00:00,2023-10-06 00:00:00,0.8941,Open Market,Marine,Specialty,Renewal
PL104631,CLM504631,USA,Stephanie Meyer,Gallagher,USA,Daniel Powell,0.08751,129863.73,550041.97,863410.42,953030.21,0.2656,UMR_xhpXw,2023,2017-08-28 00:00:00,2023-01-08 00:00:00,0.4255,Open Market,Construction,Specialty,Renewal
PL104632,CLM504632,UK,Catherine Mclean,Marsh,France,Daniel Powell,0.09039,321348.08,58904.39,134447.8,253270.34,0.0387,UMR_aOgJK,1995,2009-01-25 00:00:00,2024-09-17 00:00:00,0.4914,Delegated Authority,Construction,Energy and Construction,New
PL104633,CLM504633,USA,Travis Carr,Gallagher,USA,Lauren Weber,0.10166,750006.56,605602.12,868119.35,668096.9,0.2797,UMR_fGFCc,2016,2018-12-12 00:00:00,2025-04-19 00:00:00,0.4332,Broker,Marine,Energy and Construction,Renewal
PL104634,CLM504634,USA,Kevin Thompson,Aon,Germany,Lauren Weber,0.10691,1493964.01,1332134.01,655797.24,487739.46,0.2894,UMR_jjFAm,2018,2009-10-08 00:00:00,2023-02-14 00:00:00,0.1537,Delegated Authority,Energy,Energy and Construction,New
PL104635,CLM504635,India,Jennifer Rodriguez,Willis,France,Lauren Weber,0.11752,1966937.71,1011782.46,6800.19,986265.95,0.195,UMR_dEYoB,1987,2005-03-31 00:00:00,2025-12-31 00:00:00,0.9201,Open Market,Energy,Energy and Construction,Renewal
PL104636,CLM504636,Germany,Karen Jordan,Gallagher,Germany,Lauren Weber,0.05613,1093223.38,357191.28,901167.43,921140.62,-0.2518,UMR_LeFgb,2020,2004-01-09 00:00:00,2025-05-03 00:00:00,0.1287,Delegated Authority,Marine,Specialty,Renewal
PL104637,CLM504637,USA,Amy Burke,Gallagher,Germany,Daniel Powell,0.11819,286059.92,1145569.21,95567.85,463974.98,0.3413,UMR_NUBKo,2011,2019-12-01 00:00:00,2024-05-30 00:00:00,0.2617,Broker,Energy,Specialty,New
PL104638,CLM504638,India,Lauren Harrison,Marsh,Germany,Daniel Powell,0.11363,1254994.62,533182.02,679025.38,568311.1,-0.0969,UMR_kETPc,1991,2017-02-09 00:00:00,2025-09-24 00:00:00,0.8058,Delegated Authority,Marine,Energy and Construction,New
PL104639,CLM504639,UK,Christina Walls,Willis,USA,Lauren Weber,0.10221,1345793.58,627983.82,235744.79,544582.23,-0.1039,UMR_SioMK,1987,2017-10-16 00:00:00,2025-10-01 00:00:00,0.8677,Open Market,Construction,Energy and Construction,Renewal
PL104640,CLM504640,India,Dr. Pamela Jones MD,Gallagher,Germany,Daniel Powell,0.05351,1976346.04,1276085.39,276080.78,571393.86,-0.1647,UMR_hnCOh,2015,2016-12-31 00:00:00,2025-06-19 00:00:00,0.6455,Broker,Construction,Energy and Construction,Renewal
